tweets,attitude,clean_tweets,final_tweets,label
"[27/09/2022 06:37] Careful! These pairs have flipped SHORT today against $BTC :

$EOS $ETC $BNT $NULS $LSK $ADA… https://t.co/kzA3PHUNvE",neg,"[27/09/2022 06:37] Careful! These pairs have flipped SHO today against $BTC :

$EOS $ETC $BNT $NULS $LSK $ADA… https://t.co/kzA3PHUNvE",Careful These pair flipped SHO today BTC EOS ETC BNT NULS LSK ADA,1
"RT @u9_BlockChain: 【U9BlockChain x EtherPOAP】
🥳10 WL of @EtherPOAP Round 2!
To claim Credential for free, and participate in 30 ETH giveawa…",pos," 【U9BlockChain x EtherPOAP】
🥳10 WL of @EtherPOAPound 2!
To claim Credential for free, and participate in 30 ETH giveawa…",UBlockChain x EtherPOAP WL EtherPOAPound To claim Credential free participate ETH giveawa,0
"RT @XT_Futures: 🛸Share $300000+ in Contract Carnival🛸

1⃣ Recruit XT Futures Influencers🤓
👉Meme-Party: https://t.co/RMV2Bn5cOJ

2⃣ Invitati…",pos," 🛸Share $300000+ in Contract Carnival🛸

1⃣ecruit XT Futures Influencers🤓
👉Meme-Party: https://t.co/MV2Bn5cOJ

2⃣ Invitati…",Share Contract Carnivalecruit XT Futures InfluencersMemeParty Invitati,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
"RT @GotrillaGorilla: Who’s the biggest nft fool you know? Tag 1 and RT to win a Fool 👑 🤡 

Must follow @royalfools_lol &amp; @GotrillaGorilla…",pos," Who’s the biggest nft fool you know? Tag 1 and  to win a Fool 👑 🤡 

Must follow @royalfools_lol &amp; @GotrillaGorilla…",Whos biggest nft fool know Tag win Fool Must follow royalfoolslol amp GotrillaGorilla,0
"RT @TheMoongeng: GIVEAWAY 🎉

2x WL spot for @OVERBORNENFT courtesy of the team 

How to enter 🎫:

✔️Follow @TheMoongeng and @OVERBORNENFT…",pos," GIVEAWAY 🎉

2x WL spot for @OVEBONENFT courtesy of the team 

How to enter 🎫:

✔️Follow @TheMoongeng and @OVEBONENFT…",GIVEAWAY x WL spot OVEBONENFT courtesy team How enter Follow TheMoongeng OVEBONENFT,0
"RT @CryptoAgresivoo: 👽 AFIRIX GIVEAWAYS 👽

👽We are giving-away 50$ worth of USDT  

To Enter: 

☑️ RT +  Follow @Afirixcommunity &amp; @CryptoB…",pos," 👽 AFIIX GIVEAWAYS 👽

👽We are giving-away 50$ worth of USDT  

To Enter: 

☑️  +  Follow @Afirixcommunity &amp; @CryptoB…",AFIIX GIVEAWAYS We givingaway worth USDT To Enter Follow Afirixcommunity amp CryptoB,0
"RT @Anbessa100: #BTC/USD 1D Update (1/3) 💯✅

Red Scenario play is still accurate &amp; active
Patience is a virtue 👑

🔹bullish divergence 20% b…",pos," #BTC/USD 1D Update (1/3) 💯✅

ed Scenario play is still accurate &amp; active
Patience is a virtue 👑

🔹bullish divergence 20% b…",D Update ed Scenario play still accurate amp activePatience virtue bullish divergence b,0
RT @3orovik: eth is up 7%! The bear market is over!,pos, eth is up 7%! The bear market is over!,eth The bear market,0
"RT @ShibInform: This is my gift to you that support me everyday $SHIB , a big thank you 🏆 1 ETH among the first 2222 Retweets and Comments!…",pos," This is my gift to you that support me everyday $SHIB , a big thank you 🏆 1 ETH among the first 2222etweets and Comments!…",This gift support everyday SHIB big thank ETH among first etweets Comments,0
"Teach your friends in investing in Skaflic.

#SKAFLIC #DOGE #ETH #BTC #SOL",pos,"Teach your friends in investing in Skaflic.

#SKAFLIC #DOGE #ETH #BTC #SOL",Teach friend investing,0
"🎉 @BuddaBearsNFT 🎉

I've confirmed my spot at Camp Budda to learn about the origins of the Budda Bears! 🍃

Cannot w… https://t.co/ogTBCRn8JL",pos,"🎉 @BuddaBearsNFT 🎉

I've confirmed my spot at Camp Budda to learn about the origins of the Budda Bears! 🍃

Cannot w… https://t.co/ogTBCn8JL",BuddaBearsNFT Ive confirmed spot Camp Budda learn origin Budda Bears Cannot w,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
"RT @ArabicENS: ٢٥٥.eth ⚠️ bought for 2.0 ETH ($2769.28) on OpenSea 🌊https://t.co/ufYTiPpyFC
#ens #ensdomains #arabicens #nft https://t.co/z…",pos," ٢٥٥.eth ⚠️ bought for 2.0 ETH ($2769.28) on OpenSea 🌊https://t.co/ufYTiPpyFC
#ens #ensdomains #arabicens #nft https://t.co/z…",eth bought ETH OpenSea,0
"RT @robinn_eth: Robin × OpenTigers #Giveaway 

OpenW NFT Marketplace's first NFT creation, to join, purchase an OpenTiger on the #ETHW chai…",pos," obin × OpenTigers #Giveaway 

OpenW NFT Marketplace's first NFT creation, to join, purchase an OpenTiger on the #ETHW chai…",obin OpenTigers OpenW NFT Marketplaces first NFT creation join purchase OpenTiger chai,0
"RT @QuitBitchingCo: Join us for a party with NFA!

Want to win $30 ETH

🎉Follow @QuitBitchingCo &amp; @NFA_Inc _
🎉 Like, RT, and Tag 3
🎉 Set a…",pos," Join us for a party with NFA!

Want to win $30 ETH

🎉Follow @QuitBitchingCo &amp; @NFA_Inc _
🎉 Like, , and Tag 3
🎉 Set a…",Join u party NFAWant win ETHFollow QuitBitchingCo amp NFAInc Like Tag Set,0
"RT @COMOLO_: GM!

Keira the Sharpshooter
is still available to collect for only Ξ 0.36
checkout the link:
https://t.co/0m3OAePUVP
only at @…",pos," GM!

Keira the Sharpshooter
is still available to collect for only Ξ 0.36
checkout the link:
https://t.co/0m3OAePUVP
only at @…",GMKeira Sharpshooteris still available collect checkout,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
RT @EktaChain: APPARENTLY...🤡@NFT_Nick_eth said that if you Subscribe to https://t.co/X9lAnxP6GB then @JohnSmithNFTs will send 1000 $SAFEMO…,pos, APPAENTLY...🤡@NFT_Nick_eth said that if you Subscribe to https://t.co/X9lAnxP6GB then @JohnSmithNFTs will send 1000 $SAFEMO…,APPAENTLYNFTNicketh said Subscribe JohnSmithNFTs send SAFEMO,0
"RT @0xHustler: I’ll pay someone’s rent on 10/1/22 who likes &amp; retweets this tweet within the next 96 hours. Paid in $ETH.

Winner must be f…",pos," I’ll pay someone’s rent on 10/1/22 who likes &amp; retweets this tweet within the next 96 hours. Paid in $ETH.

Winner must be f…",Ill pay someone rent like amp retweets tweet within next hour Paid ETHWinner must f,0
"[27/09/2022 06:37] Thank me later! These pairs have flipped LONG today against $BTC :

$ONE $CFX

#binance #crypto #signals #alts",neg,"[27/09/2022 06:37] Thank me later! These pairs have flipped LONG today against $BTC :

$ONE $CFX

#binance #crypto #signals #alts",Thank later These pair flipped LONG today BTC ONE,1
good drop from this project.. @acidmintz @ananta307 @Social_Redhead @Blockchainorno2 @JP90201 @Topcoinsmonaco… https://t.co/GSrBI2QKzO,pos,good drop from this project.. @acidmintz @ananta307 @Social_edhead @Blockchainorno2 @JP90201 @Topcoinsmonaco… https://t.co/GSrBI2QKzO,good drop project acidmintz ananta Socialedhead Blockchainorno JP Topcoinsmonaco,0
New Position: 0.00212 ETH ($2.93) short on ETH-USD at 1383 (1×).,pos,New Position: 0.00212 ETH ($2.93) short on ETH-USD at 1383 (1×).,New Position ETH short ETHUSD,0
"RT @EthStrike: 🎁 #NFTGiveaway Alert 🎁 

I’m teaming up w/ @BloodWarsNFT to giveaway 5x WL Spots! 🎁

To Enter:
1️⃣ Follow @BloodWarsNFT 
2️⃣…",pos," 🎁 #NFTGiveaway Alert 🎁 

I’m teaming up w/ @BloodWarsNFT to giveaway 5x WL Spots! 🎁

To Enter:
1️⃣ Follow @BloodWarsNFT 
2️⃣…",Alert Im teaming w BloodWarsNFT giveaway x WL Spots To Enter Follow BloodWarsNFT,0
"RT @pokermonfacenft: 3D Arabic are almost back at 2 ETH!
Floor -&gt; 1.91 ETH

#ENS https://t.co/sUi73vN9PQ",pos," 3D Arabic are almost back at 2 ETH!
Floor -&gt; 1.91 ETH

#ENS https://t.co/sUi73vN9PQ",D Arabic almost back ETHFloor gt,0
"RT @EthStrike: 🎁 #NFTGiveaway Alert 🎁 

I’m teaming up w/ @BloodWarsNFT to giveaway 5x WL Spots! 🎁

To Enter:
1️⃣ Follow @BloodWarsNFT 
2️⃣…",pos," 🎁 #NFTGiveaway Alert 🎁 

I’m teaming up w/ @BloodWarsNFT to giveaway 5x WL Spots! 🎁

To Enter:
1️⃣ Follow @BloodWarsNFT 
2️⃣…",Alert Im teaming w BloodWarsNFT giveaway x WL Spots To Enter Follow BloodWarsNFT,0
"RT @BiTea_one: 【BiTea x EtherPOAP】
10 WL of @EtherPOAP Round 2!
To claim Credential for free, and participate in 30 ETH giveaway!！

To Ente…",pos," 【BiTea x EtherPOAP】
10 WL of @EtherPOAPound 2!
To claim Credential for free, and participate in 30 ETH giveaway!！

To Ente…",BiTea x EtherPOAP WL EtherPOAPound To claim Credential free participate ETH giveawayTo Ente,0
"RT @ExponJr: 🤮 Garbage Friends Whitelist Giveaway 🤮
(Worth .5 ETH/$650)

🎟 10x @garbagefriends WL up for grabs 

To enter👇
• Follow  @Expon…",pos," 🤮 Garbage Friends Whitelist Giveaway 🤮
(Worth .5 ETH/$650)

🎟 10x @garbagefriends WL up for grabs 

To enter👇
• Follow  @Expon…",Garbage Friends Whitelist Giveaway Worth ETH x garbagefriends WL grab To enter Follow Expon,0
"RT @CryptoAgresivoo: 👽 AFIRIX GIVEAWAYS 👽

👽We are giving-away 50$ worth of USDT  

To Enter: 

☑️ RT +  Follow @Afirixcommunity &amp; @CryptoB…",pos," 👽 AFIIX GIVEAWAYS 👽

👽We are giving-away 50$ worth of USDT  

To Enter: 

☑️  +  Follow @Afirixcommunity &amp; @CryptoB…",AFIIX GIVEAWAYS We givingaway worth USDT To Enter Follow Afirixcommunity amp CryptoB,0
"RT @BoredToilet: New Listed!!! BoredToiletPaper #680

!!Only For 0.02 ETH!!

Available in 
@opensea

https://t.co/5sRJ2W2T8x

#nfts #nft #n…",pos," New Listed!!! BoredToiletPaper #680

!!Only For 0.02 ETH!!

Available in 
@opensea

https://t.co/5sJ2W2T8x

#nfts #nft #n…",New Listed BoredToiletPaper For ETHAvailable,0
"RT @cryptotrendin: Top 5 Mentions Updated Every 15 Minutes

  [BETA STAGE] Except BTC and ETH  

  1- $LUNA:2300162 point 🚀

  2- $XRP:1939…",pos," Top 5 Mentions Updated Every 15 Minutes

  [BETA STAGE] Except BTC and ETH  

  1- $LUNA:2300162 point 🚀

  2- $XP:1939…",Top Mentions Updated Every Minutes BETA STAGE Except BTC ETH LUNA point XP,0
"RT @shapeofflower91: ☺🍁Still Available 🍁☺

🍁Hana Girls
0.0046-0.0065 $ETH
https://t.co/S5CDlrLn4y

🍁☺🍂🥰🌰💗

🌰Buddies &amp; Blossoms
0.0033 $ETH…",pos," ☺🍁Still Available 🍁☺

🍁Hana Girls
0.0046-0.0065 $ETH
https://t.co/S5CDlrLn4y

🍁☺🍂🥰🌰💗

🌰Buddies &amp; Blossoms
0.0033 $ETH…",Still Available Hana Girls amp Blossoms ETH,0
"RT @BuddhismDAO: [20 WL Giveaway]

We are #Buddhism 
We have our faith together.

to join: RT/ @ 5 Frens / Follow @BuddhismDAO and @IPrinte…",neg," [20 WL Giveaway]

We are #Buddhism 
We have our faith together.

to join: / @ 5 Frens / Follow @BuddhismDAO and @IPrinte…",WL GiveawayWe We faith togetherto join Frens Follow BuddhismDAO IPrinte,1
"RT @BlockBet_: #BlockBetDaily 

Disney is hiring an attorney to work on blockchain, metaverse, DeFi, &amp; NFT products.

#BlockBet #Bitcoin #C…",pos," #BlockBetDaily 

Disney is hiring an attorney to work on blockchain, metaverse, DeFi, &amp; NFT products.

#BlockBet #Bitcoin #C…",Disney hiring attorney work blockchain metaverse DeFi amp NFT,0
"RT @Thebrand34: Take a Look..
#ADSCOIN is the Future of #Crypto World. Coming Soon, With 5M+ DEDICATED TEAM, 9 DIGITALPLATFORMS, As Per GOV…",pos," Take a Look..
#ADSCOIN is the Future of #Crypto World. Coming Soon, With 5M+ DEDICATED TEAM, 9 DIGITALPLATFOMS, As Per GOV…",Take Future WorldComing SoonWith M DEDICATED TEAM DIGITALPLATFOMS As Per GOV,0
RT @6avid_eth: I ‘m giving $1500  $ETH  to  15 people who follow and retweet !!💸💸💸,pos, I ‘m giving $1500  $ETH  to  15 people who follow and retweet !!💸💸💸,I giving ETH people follow retweet,0
"RT @PPAPE_IO: When I thought it couldn't be worse than $45000, there it came to $28000. When I believed $28000 was the worst already, it dr…",neg," When I thought it couldn't be worse than $45000, there it came to $28000. When I believed $28000 was the worst already, it dr…",When I thought couldnt worse came When I believed worst already dr,1
"RT @ShardeumSwap: All major instruments like SPX500, NASDAQ, FTSE100, GOLD, Silver and OIL broken JUNE lows.

BTC could be next!

Follow @S…",neg," All major instruments like SPX500, NASDAQ, FTSE100, GOLD, Silver and OIL broken JUNE lows.

BTC could be next!

Follow @S…",All major instrument like SPX NASDAQ FTSE GOLD Silver OIL broken JUNE lowsBTC could nextFollow S,1
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
RT @terrlunaclassic: SO I HAVE COME TO THE CONCLUSION THAT #LUNC WILL DEFINITELY BE THE NEW #BTC 🔥🚀🚀🚀,pos, SO I HAVE COME TO THE CONCLUSION THAT #LUNC WILL DEFINITELY BE THE NEW #BTC 🔥🚀🚀🚀,SO I HAVE COME TO THE CONCLUSION THAT WILL DEFINITELY BE THE NEW,0
"RT @purgeinventory: ⚔️ 6 DAYS UNTIL MINT! ⚔️

This is your last chance to get a WL spot!! Join below!
👉https://t.co/sxq8tTf49n

MINT INFO:…",pos," ⚔️ 6 DAYS UNTIL MINT! ⚔️

This is your last chance to get a WL spot!! Join below!
👉https://t.co/sxq8tTf49n

MINT INFO:…",DAYS UNTIL MINT This last chance get WL spot Join INFO,0
"RT @CryptoAgresivoo: 👽 AFIRIX GIVEAWAYS 👽

👽We are giving-away 50$ worth of USDT  

To Enter: 

☑️ RT +  Follow @Afirixcommunity &amp; @CryptoB…",pos," 👽 AFIIX GIVEAWAYS 👽

👽We are giving-away 50$ worth of USDT  

To Enter: 

☑️  +  Follow @Afirixcommunity &amp; @CryptoB…",AFIIX GIVEAWAYS We givingaway worth USDT To Enter Follow Afirixcommunity amp CryptoB,0
"RT @DuelRealms: That's not an earthquake you're feeling beneath your feet, it's the stomps of the mighty caveman! He'll trample you to a pu…",pos," That's not an earthquake you're feeling beneath your feet, it's the stomps of the mighty caveman! He'll trample you to a pu…",Thats earthquake youre feeling beneath foot stomp mighty caveman Hell trample pu,0
"🤣🤣🤣🤣🤣🤣

I hope ETH puts him on his best position 🧊🧊

 I give up 🤣🤣🤣🤣🤣 https://t.co/Dlwo6NvqQ4",pos,"🤣🤣🤣🤣🤣🤣

I hope ETH puts him on his best position 🧊🧊

 I give up 🤣🤣🤣🤣🤣 https://t.co/Dlwo6NvqQ4",I hope ETH put best position I give,0
"RT @DeBox_Social: 🤝@DeBox_Social X @EtherPOAP🤝

10 WL of @EtherPOAP Round 2!
To claim Credential for free, and participate in 30 ETH giveaw…",pos," 🤝@DeBox_Social X @EtherPOAP🤝

10 WL of @EtherPOAPound 2!
To claim Credential for free, and participate in 30 ETH giveaw…",DeBoxSocial X EtherPOAP WL EtherPOAPound To claim Credential free participate ETH giveaw,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
"@trygamma @Stacks i'm wampastompa.btc

i draw my @sigleapp Explorer in different styles, on different adventures 🫡",pos,"@trygamma @Stacks i'm wampastompa.btc

i draw my @sigleapp Explorer in different styles, on different adventures 🫡",trygamma Stacks im wampastompabtci draw sigleapp Explorer different style different adventure,0
RT @Crazydoc96: Thank you so much @deepakshi_eth for adding HUEPHORIA #405 to your collection!💞 https://t.co/woQapdKJRZ,pos, Thank you so much @deepakshi_eth for adding HUEPHOIA #405 to your collection!💞 https://t.co/woQapdKJZ,Thank much deepakshieth adding HUEPHOIA collection,0
"Volatility move DOWN: SNTETH at 0.0000213300 ETH (-5.24%, previously 0.0000225100 ETH) https://t.co/m7Tpllksr2… https://t.co/Zt6ZS8FSEG",neg,"Volatility move DOWN: SNTETH at 0.0000213300 ETH (-5.24%, previously 0.0000225100 ETH) https://t.co/m7Tpllksr2… https://t.co/Zt6ZS8FSEG",Volatility move DOWN SNTETH ETH previously ETH,1
"RT @auguon_ETH: Drop your #NFT collection, I’ll spend #ETH 👇👇👇👇",pos," Drop your #NFT collection, I’ll spend #ETH 👇👇👇👇",Drop collection Ill spend,0
"RT @weiler_eth: Drop your $ETH wallets and I'll send $2500📩

Just RT &amp; Follow me ♥️",pos," Drop your $ETH wallets and I'll send $2500📩

Just  &amp; Follow me ♥️",Drop ETH wallet Ill send Just amp Follow,0
RT @KrillinCrypto: @tsuka_baby @Dejitaru_Tsuka We want to give back to our guardian for taking care of us $DWAGON #Babytsuka #tsuka #eth,pos, @tsuka_baby @Dejitaru_Tsuka We want to give back to our guardian for taking care of us $DWAGON #Babytsuka #tsuka #eth,tsukababy DejitaruTsuka We want give back guardian taking care u DWAGON,0
RT @Macintosh4Tweny: @High_Art_Hawaii @thehoneydrizzle @NFTteddys @OkayBearsYC @OkayDuckYC @CryptoMories @thedrunkrobots @doodles @alienfre…,pos, @High_Art_Hawaii @thehoneydrizzle @NFTteddys @OkayBearsYC @OkayDuckYC @CryptoMories @thedrunkrobots @doodles @alienfre…,HighArtHawaii thehoneydrizzle NFTteddys OkayBearsYC OkayDuckYC CryptoMories thedrunkrobots doodle alienfre,0
*Don't miss the next move in a few hours.🙏👍 https://t.co/orOJp4450Z$LUNC $OGN $BTC $DCA $KEKW $SL $GMT $RUNE… https://t.co/Qfv4V7tbdH,neg,*Don't miss the next move in a few hours.🙏👍 https://t.co/orOJp4450Z$LUNC $OGN $BTC $DCA $KEKW $SL $GMT $UNE… https://t.co/Qfv4V7tbdH,Dont miss next move hour OGN BTC DCA KEKW SL GMT UNE,1
"RT @ErikLaPaglia: #BoredApeYachtClub is a community for ape and mutant #NFT holders on #Ethereum's #blockchain. Only 10,000 #BoredApes art…",pos," #BoredApeYachtClub is a community for ape and mutant #NFT holders on #Ethereum's #blockchain. Only 10,000 #BoredApes art…",community ape mutant holder Only art,0
"RT @PintoSeverin: #FUTURE IS HERE...
#ADSCOIN is the Future of #Crypto World. Coming By SEPTEMBER, With 5M+ DEDICATED TEAM, 9 DIGITALPLATFO…",pos," #FUTUE IS HEE...
#ADSCOIN is the Future of #Crypto World. Coming By SEPTEMBE, With 5M+ DEDICATED TEAM, 9 DIGITALPLATFO…",IS Future World Coming By SEPTEMBEWith M DEDICATED TEAM DIGITALPLATFO,0
"RT @robinn_eth: Robin × OpenTigers #Giveaway 

OpenW NFT Marketplace's first NFT creation, to join, purchase an OpenTiger on the #ETHW chai…",pos," obin × OpenTigers #Giveaway 

OpenW NFT Marketplace's first NFT creation, to join, purchase an OpenTiger on the #ETHW chai…",obin OpenTigers OpenW NFT Marketplaces first NFT creation join purchase OpenTiger chai,0
RT @iamlauwolff: Helping other people is also a way of helping yourself.,neg, Helping other people is also a way of helping yourself.,Helping people also way helping,1
"👑SOLD 👑
@Keepcase Thank you so much
my best friend and my best collector 

NOW🧨ONLY LEFT 2/12 ed 0.04 $ETH… https://t.co/0keVl39ITY",pos,"👑SOLD 👑
@Keepcase Thank you so much
my best friend and my best collector 

NOW🧨ONLY LEFT 2/12 ed 0.04 $ETH… https://t.co/0keVl39ITY",SOLD Keepcase Thank muchmy best friend best collector NOWONLY LEFT ed ETH,0
"RT @JohnGh87: As promised 2.5 Quads Burned 
https://t.co/uxQI20lVuM
#GroveToken #GroveGreenArmy #SAFEMOON #BabyDoge #BSC #BSCGemAlert #ETH…",pos," As promised 2.5 Quads Burned 
https://t.co/uxQI20lVuM
#GroveToken #GroveGreenArmy #SAFEMOON #BabyDoge #BSC #BSCGemAlert #ETH…",As promised Quads Burned,0
"RT @AlphaBlocksNFT: Saphire 🤝🏻 AlphaBlocks 

•🎟️5x FREE Mints Saphire
•🎟️5x FREE Mints AlphaBlocks

To Enter: 
1⃣ Follow 
@SaphireNFT
 &amp; 
@…",pos," Saphire 🤝🏻 AlphaBlocks 

•🎟️5x FEE Mints Saphire
•🎟️5x FEE Mints AlphaBlocks

To Enter: 
1⃣ Follow 
@SaphireNFT
 &amp; 
@…",Saphire AlphaBlocks x FEE Mints Saphirex FEE Mints AlphaBlocksTo Enter Follow SaphireNFT amp,0
"@KucoinIndia Omg please pick me!!!!

@detergen_eth @StephanCrypto55

#NavratriWithKuCoinIndia $USDT",pos,"@KucoinIndia Omg please pick me!!!!

@detergen_eth @StephanCrypto55

#NavratriWithKuCoinIndia $USDT",KucoinIndia Omg please pick medetergeneth USDT,0
"RT @Scott_Herman: 🚨 $50 $ETH Celebration Giveaway! 🚨

To Enter:
✅Like ❤️
✅Retweet 🔁
✅Comment: #WAGMIGAMES GENESIS NFTs NOW 2 ETH FLOOR PRIC…",pos," 🚨 $50 $ETH Celebration Giveaway! 🚨

To Enter:
✅Like ❤️
✅etweet 🔁
✅Comment: #WAGMIGAMES GENESIS NFTs NOW 2 ETH FLOO PIC…",ETH Celebration Giveaway To EnterLike etweet Comment GENESIS NFTs NOW ETH FLOO PIC,0
"👀 0x6da9..39f6 ↗️ flipped ↗️ RINGERS #13000323
https://t.co/d0mHqSke4m

🏆 status: Diamond Hands
🛒 in: 3.5 ETH
💰 out… https://t.co/AAXlVH78v2",pos,"👀 0x6da9..39f6 ↗️ flipped ↗️INGES #13000323
https://t.co/d0mHqSke4m

🏆 status: Diamond Hands
🛒 in: 3.5 ETH
💰 out… https://t.co/AAXlVH78v2",xdaf flipped INGES status Diamond Hands ETH,0
"RT @busraeth: 💫#NFTGiveaway💫
🔹1 x $30 $ETH
🔹5 x WL

1⃣ Follow @KaizenDesu &amp; @busraeth
2⃣ Like &amp; RT 
3⃣ Tag 2 friends

Ends in 24 hrs⌛️ 

#N…",pos," 💫#NFTGiveaway💫
🔹1 x $30 $ETH
🔹5 x WL

1⃣ Follow @KaizenDesu &amp; @busraeth
2⃣ Like &amp;  
3⃣ Tag 2 friends

Ends in 24 hrs⌛️ 

#N…",x ETH x WL Follow KaizenDesu amp busraeth Like amp Tag friendsEnds hr,0
"RT @DarkMagicDAO: 15 WhiteList for #DarkMagician !

Let's learning Dark Magic Knowledge together!

Quote with @ 5 Frens
Follow: @IPrinter_E…",pos," 15 WhiteList for #DarkMagician !

Let's learning Dark Magic Knowledge together!

Quote with @ 5 Frens
Follow: @IPrinter_E…",WhiteList Lets learning Dark Magic Knowledge togetherQuote FrensFollow IPrinterE,0
f you d#粉丝 #twitter粉丝  #twitter刷粉  #blockchain #btc #eth比特币 以太坊 #Bitcoin#Binance#web#NFTs#NFT#NFTCommunity#NFTGivea… https://t.co/WF8SW76P99,pos,f you d#粉丝 #twitter粉丝  #twitter刷粉  #blockchain #btc #eth比特币 以太坊 #Bitcoin#Binance#web#NFTs#NFT#NFTCommunity#NFTGivea… https://t.co/WF8SW76P99,f,0
RT @IncomeSharks: What a week to be long on #Bitcoin and $ETH. You would have thought we were going to zero according to Twitter yesterday.,neg, What a week to be long on #Bitcoin and $ETH. You would have thought we were going to zero according to Twitter yesterday.,What week long ETH You would thought going zero according Twitter yesterday,1
@_HotnSpicy_ @AzukiOfficial Welcome back 🔥 It's so awesome to find your perfect match 🤟,pos,@_HotnSpicy_ @AzukiOfficial Welcome back 🔥 It's so awesome to find your perfect match 🤟,HotnSpicy AzukiOfficial Welcome back Its awesome find perfect match,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
"RT @Genius_Crypto_: Good Morning 🥳

Claim $1000 Giveaway Ending Soon 🎁

#binance #BNB #Ethereum #BTC",pos," Good Morning 🥳

Claim $1000 Giveaway Ending Soon 🎁

#binance #BNB #Ethereum #BTC",Good Morning Claim Giveaway Ending Soon,0
"@AI_Aliens “Ray”
A little bit about my favorite things
1/1 art
0.05 ETH 

https://t.co/J9G2Vwb7qI

“Home space”
Wha… https://t.co/i7BEptNbR8",pos,"@AI_Aliens “ay”
A little bit about my favorite things
1/1 art
0.05 ETH 

https://t.co/J9G2Vwb7qI

“Home space”
Wha… https://t.co/i7BEptNb8",AIAliens ayA little bit favorite thing art ETH spaceWha,0
"RT @BuddaBearsNFT: Camp Budda Sign Up is now LIVE! ⛺️

🌐https://t.co/sXew1bPVts 🌐

Sign up for more information about the upcoming mint and…",pos," Camp Budda Sign Up is now LIVE! ⛺️

🌐https://t.co/sXew1bPVts 🌐

Sign up for more information about the upcoming mint and…",Camp Budda Sign Up LIVE Sign information upcoming mint,0
@enderyousuf_eth @JimHopG @NFTAlphaPK @rabiamasood327 @AsadA_ansari @illuminomi69 Hope this works 🙂,pos,@enderyousuf_eth @JimHopG @NFTAlphaPK @rabiamasood327 @AsadA_ansari @illuminomi69 Hope this works 🙂,enderyousufeth JimHopG NFTAlphaPK rabiamasood AsadAansari illuminomi Hope work,0
"Moonbird #5900 sold for 10.00 ETH

Welcome to the flock, 0x6cFda...

https://t.co/mX4mhLLqri https://t.co/lbURd5d711",pos,"Moonbird #5900 sold for 10.00 ETH

Welcome to the flock, 0x6cFda...

https://t.co/mX4mhLLqri https://t.co/lbUd5d711",Moonbird sold ETHWelcome flock,0
@SAKingWriter @heysoonbot @blingaling_eth @BornAKang Ooooooookaaaaaaaaaay,pos,@SAKingWriter @heysoonbot @blingaling_eth @BornAKang Ooooooookaaaaaaaaaay,SAKingWriter heysoonbot blingalingeth BornAKang Ooooooookaaaaaaaaaay,0
$eth about to gravitate to new levels.  Be ready to hold $btc,pos,$eth about to gravitate to new levels.  Be ready to hold $btc,eth gravitate new level Be ready hold btc,0
